Aikaleima, Longitudi, Latitudi
2014-01-01 03:00:56,8.11616,56.28
2014-01-01 03:00:58,8.12359,56.29
2014-01-01 03:01:00,8.131,56.3
2014-01-01 03:01:02,8.13839,56.31
2014-01-01 03:01:04,8.145760000000001,56.32
2014-01-01 03:01:06,8.15311,56.33
2014-01-01 03:01:08,8.16044,56.34
2014-01-01 03:01:10,8.16775,56.35
2014-01-01 03:01:12,8.175040000000001,56.36
2014-01-01 03:01:14,8.18231,56.37
2014-01-01 03:01:16,8.18956,56.38
2014-01-01 03:01:18,8.19679,56.39
2014-01-01 03:01:20,8.204,56.4
2014-01-01 03:01:22,8.21119,56.41
2014-01-01 03:01:24,8.21836,56.42
2014-01-01 03:01:26,8.22551,56.43
2014-01-01 03:01:28,8.23264,56.44
2014-01-01 03:01:30,8.23975,56.45
2014-01-01 03:01:32,8.246839999999999,56.46
2014-01-01 03:01:34,8.25391,56.47
2014-01-01 03:01:36,8.26096,56.48
2014-01-01 03:01:38,8.26799,56.49
2014-01-01 03:01:40,8.275,56.5
2014-01-01 03:01:42,8.28199,56.51
2014-01-01 03:01:44,8.28896,56.52
2014-01-01 03:01:46,8.29591,56.53
2014-01-01 03:01:48,8.30284,56.54
2014-01-01 03:01:50,8.309750000000001,56.55
2014-01-01 03:01:52,8.31664,56.56
2014-01-01 03:01:54,8.32351,56.57
2014-01-01 03:01:56,8.33036,56.58
2014-01-01 03:01:58,8.33719,56.59
2014-01-01 03:02:00,8.344,56.6
2014-01-01 03:02:02,8.35079,56.61
2014-01-01 03:02:04,8.35756,56.62
2014-01-01 03:02:06,8.36431,56.63
2014-01-01 03:02:08,8.37104,56.64
2014-01-01 03:02:10,8.377749999999999,56.65
2014-01-01 03:02:12,8.38444,56.66
2014-01-01 03:02:14,8.39111,56.67
2014-01-01 03:02:16,8.39776,56.68
2014-01-01 03:02:18,8.40439,56.69
2014-01-01 03:02:20,8.411,56.7
2014-01-01 03:02:22,8.41759,56.71
2014-01-01 03:02:24,8.424159999999999,56.72
2014-01-01 03:02:26,8.43071,56.73
2014-01-01 03:02:28,8.43724,56.74
2014-01-01 03:02:30,8.44375,56.75
2014-01-01 03:02:32,8.45024,56.76
2014-01-01 03:02:34,8.456710000000001,56.77
2014-01-01 03:02:36,8.46316,56.78
2014-01-01 03:02:38,8.46959,56.79
2014-01-01 03:02:40,8.476,56.8
2014-01-01 03:02:42,8.48239,56.81
2014-01-01 03:02:44,8.48876,56.82
2014-01-01 03:02:46,8.49511,56.83
2014-01-01 03:02:48,8.50144,56.84
2014-01-01 03:02:50,8.50775,56.85
2014-01-01 03:02:52,8.51404,56.86
2014-01-01 03:02:54,8.52031,56.87
2014-01-01 03:02:56,8.52656,56.88
2014-01-01 03:02:58,8.53279,56.89
2014-01-01 03:03:00,8.539,56.9
2014-01-01 03:03:02,8.54519,56.91
2014-01-01 03:03:04,8.551359999999999,56.92
2014-01-01 03:03:06,8.55751,56.93
2014-01-01 03:03:08,8.56364,56.94
2014-01-01 03:03:10,8.56975,56.95
2014-01-01 03:03:12,8.575840000000001,56.96
2014-01-01 03:03:14,8.58191,56.97
2014-01-01 03:03:16,8.58796,56.98
2014-01-01 03:03:18,8.59399,56.99
2014-01-01 03:03:20,8.6,57.0
2014-01-01 03:03:22,8.605989999999998,57.01
2014-01-01 03:03:24,8.61196,57.02
2014-01-01 03:03:26,8.61791,57.03
2014-01-01 03:03:28,8.62384,57.04
2014-01-01 03:03:30,8.62975,57.05
2014-01-01 03:03:32,8.63564,57.06
2014-01-01 03:03:34,8.64151,57.07
2014-01-01 03:03:36,8.647359999999999,57.08
2014-01-01 03:03:38,8.65319,57.09
2014-01-01 03:03:40,8.658999999999999,57.1
2014-01-01 03:03:42,8.66479,57.11
2014-01-01 03:03:44,8.67056,57.12
2014-01-01 03:03:46,8.676309999999999,57.13
2014-01-01 03:03:48,8.682039999999999,57.14
2014-01-01 03:03:50,8.68775,57.15
2014-01-01 03:03:52,8.69344,57.16
2014-01-01 03:03:54,8.699110000000001,57.17
2014-01-01 03:03:56,8.70476,57.18
2014-01-01 03:03:58,8.71039,57.19
2014-01-01 03:04:00,8.716000000000001,57.2
2014-01-01 03:04:02,8.721589999999999,57.21
2014-01-01 03:04:04,8.72716,57.22
2014-01-01 03:04:06,8.732709999999999,57.23
2014-01-01 03:04:08,8.738240000000001,57.24
2014-01-01 03:04:10,8.74375,57.25
2014-01-01 03:04:12,8.74924,57.26
2014-01-01 03:04:14,8.75471,57.27
2014-01-01 03:04:16,8.760159999999999,57.28
2014-01-01 03:04:18,8.76559,57.29
2014-01-01 03:04:20,8.771,57.3
2014-01-01 03:04:22,8.77639,57.31
2014-01-01 03:04:24,8.781759999999998,57.32
2014-01-01 03:04:26,8.78711,57.33
2014-01-01 03:04:28,8.792440000000001,57.34
2014-01-01 03:04:30,8.79775,57.35
2014-01-01 03:04:32,8.80304,57.36
2014-01-01 03:04:34,8.80831,57.37
2014-01-01 03:04:36,8.81356,57.38
2014-01-01 03:04:38,8.81879,57.39
2014-01-01 03:04:40,8.824,57.4
2014-01-01 03:04:42,8.82919,57.41
2014-01-01 03:04:44,8.83436,57.42
2014-01-01 03:04:46,8.83951,57.43
2014-01-01 03:04:48,8.84464,57.44
2014-01-01 03:04:50,8.84975,57.45
2014-01-01 03:04:52,8.854840000000001,57.46
2014-01-01 03:04:54,8.85991,57.47
2014-01-01 03:04:56,8.86496,57.48
2014-01-01 03:04:58,8.86999,57.49
2014-01-01 03:05:00,8.875,57.5
2014-01-01 03:05:02,8.87999,57.51
2014-01-01 03:05:04,8.88496,57.52
2014-01-01 03:05:06,8.88991,57.53
2014-01-01 03:05:08,8.89484,57.54
2014-01-01 03:05:10,8.899750000000001,57.55
2014-01-01 03:05:12,8.904639999999999,57.56
2014-01-01 03:05:14,8.909510000000001,57.57
2014-01-01 03:05:16,8.91436,57.58
2014-01-01 03:05:18,8.91919,57.59
2014-01-01 03:05:20,8.924,57.6
2014-01-01 03:05:22,8.92879,57.61
2014-01-01 03:05:24,8.93356,57.62
2014-01-01 03:05:26,8.93831,57.63
2014-01-01 03:05:28,8.94304,57.64
2014-01-01 03:05:30,8.94775,57.65
2014-01-01 03:05:32,8.952440000000001,57.66
2014-01-01 03:05:34,8.95711,57.67
2014-01-01 03:05:36,8.96176,57.68
2014-01-01 03:05:38,8.96639,57.69
2014-01-01 03:05:40,8.971,57.7
2014-01-01 03:05:42,8.97559,57.71
2014-01-01 03:05:44,8.98016,57.72
2014-01-01 03:05:46,8.98471,57.73
2014-01-01 03:05:48,8.98924,57.74
2014-01-01 03:05:50,8.99375,57.75
2014-01-01 03:05:52,8.998240000000001,57.76
2014-01-01 03:05:54,9.00271,57.77
2014-01-01 03:05:56,9.00716,57.78
2014-01-01 03:05:58,9.01159,57.79
2014-01-01 03:06:00,9.016,57.8
2014-01-01 03:06:02,9.020389999999999,57.81
2014-01-01 03:06:04,9.02476,57.82
2014-01-01 03:06:06,9.029110000000001,57.83
2014-01-01 03:06:08,9.03344,57.84
2014-01-01 03:06:10,9.037749999999999,57.85
2014-01-01 03:06:12,9.04204,57.86
2014-01-01 03:06:14,9.04631,57.87
2014-01-01 03:06:16,9.05056,57.88
2014-01-01 03:06:18,9.05479,57.89
2014-01-01 03:06:20,9.059,57.9
2014-01-01 03:06:22,9.063189999999999,57.91
2014-01-01 03:06:24,9.06736,57.92
2014-01-01 03:06:26,9.07151,57.93
2014-01-01 03:06:28,9.07564,57.94
2014-01-01 03:06:30,9.07975,57.95
2014-01-01 03:06:32,9.08384,57.96
2014-01-01 03:06:34,9.087909999999999,57.97
2014-01-01 03:06:36,9.09196,57.98
2014-01-01 03:06:38,9.095989999999999,57.99
2014-01-01 03:06:40,9.1,58.0
2014-01-01 03:06:42,9.10399,58.01
2014-01-01 03:06:44,9.10796,58.02
2014-01-01 03:06:46,9.11191,58.03
2014-01-01 03:06:48,9.11584,58.04
2014-01-01 03:06:50,9.11975,58.05
2014-01-01 03:06:52,9.12364,58.06
2014-01-01 03:06:54,9.12751,58.07
2014-01-01 03:06:56,9.131359999999999,58.08
2014-01-01 03:06:58,9.13519,58.09
2014-01-01 03:07:00,9.139,58.1
2014-01-01 03:07:02,9.14279,58.11
2014-01-01 03:07:04,9.14656,58.12
2014-01-01 03:07:06,9.15031,58.13
2014-01-01 03:07:08,9.15404,58.14
2014-01-01 03:07:10,9.15775,58.15
2014-01-01 03:07:12,9.16144,58.16
2014-01-01 03:07:14,9.16511,58.17
2014-01-01 03:07:16,9.168759999999999,58.18
2014-01-01 03:07:18,9.17239,58.19
2014-01-01 03:07:20,9.176,58.2
2014-01-01 03:07:22,9.179590000000001,58.21
2014-01-01 03:07:24,9.18316,58.22
2014-01-01 03:07:26,9.18671,58.23
2014-01-01 03:07:28,9.19024,58.24
2014-01-01 03:07:30,9.19375,58.25
2014-01-01 03:07:32,9.197239999999999,58.26
2014-01-01 03:07:34,9.20071,58.27
2014-01-01 03:07:36,9.20416,58.28
2014-01-01 03:07:38,9.20759,58.29
2014-01-01 03:07:40,9.211,58.3
2014-01-01 03:07:42,9.21439,58.31
2014-01-01 03:07:44,9.21776,58.32
2014-01-01 03:07:46,9.22111,58.33
2014-01-01 03:07:48,9.22444,58.34
2014-01-01 03:07:50,9.22775,58.35
2014-01-01 03:07:52,9.23104,58.36
2014-01-01 03:07:54,9.23431,58.37
2014-01-01 03:07:56,9.23756,58.38
2014-01-01 03:07:58,9.240789999999999,58.39
2014-01-01 03:08:00,9.244,58.4
2014-01-01 03:08:02,9.24719,58.41
2014-01-01 03:08:04,9.25036,58.42
2014-01-01 03:08:06,9.25351,58.43
2014-01-01 03:08:08,9.256639999999999,58.44
2014-01-01 03:08:10,9.25975,58.45
2014-01-01 03:08:12,9.26284,58.46
2014-01-01 03:08:14,9.26591,58.47
2014-01-01 03:08:16,9.26896,58.48
2014-01-01 03:08:18,9.27199,58.49
2014-01-01 03:08:20,9.275,58.5
2014-01-01 03:08:22,9.277989999999999,58.51
2014-01-01 03:08:24,9.28096,58.52
2014-01-01 03:08:26,9.283909999999999,58.53
2014-01-01 03:08:28,9.28684,58.54
2014-01-01 03:08:30,9.28975,58.55
2014-01-01 03:08:32,9.29264,58.56
2014-01-01 03:08:34,9.29551,58.57
2014-01-01 03:08:36,9.29836,58.58
2014-01-01 03:08:38,9.30119,58.59
2014-01-01 03:08:40,9.304,58.6
2014-01-01 03:08:42,9.30679,58.61
2014-01-01 03:08:44,9.30956,58.62
2014-01-01 03:08:46,9.31231,58.63
2014-01-01 03:08:48,9.31504,58.64
2014-01-01 03:08:50,9.31775,58.65
2014-01-01 03:08:52,9.32044,58.66
2014-01-01 03:08:54,9.32311,58.67
2014-01-01 03:08:56,9.32576,58.68
2014-01-01 03:08:58,9.328389999999999,58.69
2014-01-01 03:09:00,9.331,58.7
2014-01-01 03:09:02,9.333590000000001,58.71
2014-01-01 03:09:04,9.33616,58.72
2014-01-01 03:09:06,9.338709999999999,58.73
2014-01-01 03:09:08,9.34124,58.74
2014-01-01 03:09:10,9.34375,58.75
2014-01-01 03:09:12,9.34624,58.76
2014-01-01 03:09:14,9.34871,58.77
2014-01-01 03:09:16,9.35116,58.78
2014-01-01 03:09:18,9.35359,58.79
2014-01-01 03:09:20,9.356,58.8
2014-01-01 03:09:22,9.35839,58.81
2014-01-01 03:09:24,9.36076,58.82
2014-01-01 03:09:26,9.36311,58.83
2014-01-01 03:09:28,9.36544,58.84
2014-01-01 03:09:30,9.36775,58.85
2014-01-01 03:09:32,9.37004,58.86
2014-01-01 03:09:34,9.37231,58.87
2014-01-01 03:09:36,9.37456,58.88
2014-01-01 03:09:38,9.37679,58.89
2014-01-01 03:09:40,9.379,58.9
2014-01-01 03:09:42,9.38119,58.91
2014-01-01 03:09:44,9.38336,58.92
2014-01-01 03:09:46,9.38551,58.93
2014-01-01 03:09:48,9.38764,58.94
2014-01-01 03:09:50,9.38975,58.95
2014-01-01 03:09:52,9.39184,58.96
2014-01-01 03:09:54,9.39391,58.97
2014-01-01 03:09:56,9.39596,58.98
2014-01-01 03:09:58,9.39799,58.99
2014-01-01 03:10:00,9.4,59.0
2014-01-01 03:10:02,9.401990000000001,59.01
2014-01-01 03:10:04,9.40396,59.02
2014-01-01 03:10:06,9.40591,59.03
2014-01-01 03:10:08,9.40784,59.04
2014-01-01 03:10:10,9.40975,59.05
2014-01-01 03:10:12,9.41164,59.06
2014-01-01 03:10:14,9.41351,59.07
2014-01-01 03:10:16,9.41536,59.08
2014-01-01 03:10:18,9.41719,59.09
2014-01-01 03:10:20,9.419,59.1
2014-01-01 03:10:22,9.42079,59.11
2014-01-01 03:10:24,9.422559999999999,59.12
2014-01-01 03:10:26,9.42431,59.13
2014-01-01 03:10:28,9.42604,59.14
2014-01-01 03:10:30,9.42775,59.15
2014-01-01 03:10:32,9.42944,59.16
2014-01-01 03:10:34,9.43111,59.17
2014-01-01 03:10:36,9.43276,59.18
2014-01-01 03:10:38,9.43439,59.19
2014-01-01 03:10:40,9.436,59.2
2014-01-01 03:10:42,9.43759,59.21
2014-01-01 03:10:44,9.43916,59.22
2014-01-01 03:10:46,9.440710000000001,59.23
2014-01-01 03:10:48,9.44224,59.24
2014-01-01 03:10:50,9.44375,59.25
2014-01-01 03:10:52,9.44524,59.26
2014-01-01 03:10:54,9.446710000000001,59.27
2014-01-01 03:10:56,9.44816,59.28
2014-01-01 03:10:58,9.44959,59.29
2014-01-01 03:11:00,9.451,59.3
2014-01-01 03:11:02,9.452390000000001,59.31
2014-01-01 03:11:04,9.453759999999999,59.32
2014-01-01 03:11:06,9.45511,59.33
2014-01-01 03:11:08,9.45644,59.34
2014-01-01 03:11:10,9.457749999999999,59.35
2014-01-01 03:11:12,9.45904,59.36
2014-01-01 03:11:14,9.46031,59.37
2014-01-01 03:11:16,9.461559999999999,59.38
2014-01-01 03:11:18,9.46279,59.39
2014-01-01 03:11:20,9.464,59.4
2014-01-01 03:11:22,9.46519,59.41
2014-01-01 03:11:24,9.46636,59.42
2014-01-01 03:11:26,9.467509999999999,59.43
2014-01-01 03:11:28,9.46864,59.44
2014-01-01 03:11:30,9.46975,59.45
2014-01-01 03:11:32,9.47084,59.46
2014-01-01 03:11:34,9.471910000000001,59.47
2014-01-01 03:11:36,9.47296,59.48
2014-01-01 03:11:38,9.47399,59.49
2014-01-01 03:11:40,9.475,59.5
2014-01-01 03:11:42,9.47599,59.51
2014-01-01 03:11:44,9.47696,59.52
2014-01-01 03:11:46,9.47791,59.53
2014-01-01 03:11:48,9.47884,59.54
2014-01-01 03:11:50,9.479750000000001,59.55
2014-01-01 03:11:52,9.48064,59.56
2014-01-01 03:11:54,9.48151,59.57
2014-01-01 03:11:56,9.48236,59.58
2014-01-01 03:11:58,9.48319,59.59
2014-01-01 03:12:00,9.484,59.6
2014-01-01 03:12:02,9.48479,59.61
2014-01-01 03:12:04,9.48556,59.62
2014-01-01 03:12:06,9.48631,59.63
2014-01-01 03:12:08,9.48704,59.64
2014-01-01 03:12:10,9.48775,59.65
2014-01-01 03:12:12,9.48844,59.66
2014-01-01 03:12:14,9.48911,59.67
2014-01-01 03:12:16,9.48976,59.68
2014-01-01 03:12:18,9.49039,59.69
2014-01-01 03:12:20,9.491,59.7
2014-01-01 03:12:22,9.49159,59.71
2014-01-01 03:12:24,9.49216,59.72
2014-01-01 03:12:26,9.492709999999999,59.73
2014-01-01 03:12:28,9.49324,59.74
2014-01-01 03:12:30,9.49375,59.75
2014-01-01 03:12:32,9.49424,59.76
2014-01-01 03:12:34,9.49471,59.77
2014-01-01 03:12:36,9.49516,59.78
2014-01-01 03:12:38,9.49559,59.79
2014-01-01 03:12:40,9.496,59.8
2014-01-01 03:12:42,9.49639,59.81
2014-01-01 03:12:44,9.49676,59.82
2014-01-01 03:12:46,9.49711,59.83
2014-01-01 03:12:48,9.497440000000001,59.84
2014-01-01 03:12:50,9.49775,59.85
2014-01-01 03:12:52,9.49804,59.86
2014-01-01 03:12:54,9.49831,59.87
2014-01-01 03:12:56,9.49856,59.88
2014-01-01 03:12:58,9.49879,59.89
2014-01-01 03:13:00,9.499,59.9
2014-01-01 03:13:02,9.49919,59.91
2014-01-01 03:13:04,9.499360000000001,59.92
2014-01-01 03:13:06,9.49951,59.93
2014-01-01 03:13:08,9.49964,59.94
2014-01-01 03:13:10,9.49975,59.95
2014-01-01 03:13:12,9.49984,59.96
2014-01-01 03:13:14,9.49991,59.97
2014-01-01 03:13:16,9.49996,59.98
2014-01-01 03:13:18,9.49999,59.99
2014-01-01 03:13:20,9.5,60.0
2014-01-01 03:13:22,9.49999,60.01
2014-01-01 03:13:24,9.49996,60.02
2014-01-01 03:13:26,9.49991,60.03
2014-01-01 03:13:28,9.49984,60.04
2014-01-01 03:13:30,9.49975,60.05
2014-01-01 03:13:32,9.49964,60.06
2014-01-01 03:13:34,9.49951,60.07
2014-01-01 03:13:36,9.499360000000001,60.08
2014-01-01 03:13:38,9.49919,60.09
2014-01-01 03:13:40,9.499,60.1
2014-01-01 03:13:42,9.49879,60.11
2014-01-01 03:13:44,9.49856,60.12
2014-01-01 03:13:46,9.49831,60.13
2014-01-01 03:13:48,9.49804,60.14
2014-01-01 03:13:50,9.49775,60.15
2014-01-01 03:13:52,9.497440000000001,60.16
2014-01-01 03:13:54,9.49711,60.17
2014-01-01 03:13:56,9.49676,60.18
2014-01-01 03:13:58,9.49639,60.19
2014-01-01 03:14:00,9.496,60.2
2014-01-01 03:14:02,9.49559,60.21
2014-01-01 03:14:04,9.49516,60.22
2014-01-01 03:14:06,9.49471,60.23
2014-01-01 03:14:08,9.49424,60.24
2014-01-01 03:14:10,9.49375,60.25
2014-01-01 03:14:12,9.49324,60.26
2014-01-01 03:14:14,9.492709999999999,60.27
2014-01-01 03:14:16,9.49216,60.28
2014-01-01 03:14:18,9.49159,60.29
2014-01-01 03:14:20,9.491,60.3
2014-01-01 03:14:22,9.49039,60.31
2014-01-01 03:14:24,9.48976,60.32
2014-01-01 03:14:26,9.48911,60.33
2014-01-01 03:14:28,9.48844,60.34
2014-01-01 03:14:30,9.48775,60.35
2014-01-01 03:14:32,9.48704,60.36
2014-01-01 03:14:34,9.48631,60.37
2014-01-01 03:14:36,9.48556,60.38
2014-01-01 03:14:38,9.48479,60.39
2014-01-01 03:14:40,9.484,60.4
2014-01-01 03:14:42,9.48319,60.41
2014-01-01 03:14:44,9.48236,60.42
2014-01-01 03:14:46,9.48151,60.43
2014-01-01 03:14:48,9.48064,60.44
2014-01-01 03:14:50,9.479750000000001,60.45
2014-01-01 03:14:52,9.47884,60.46
2014-01-01 03:14:54,9.47791,60.47
2014-01-01 03:14:56,9.47696,60.48
2014-01-01 03:14:58,9.47599,60.49
2014-01-01 03:15:00,9.475,60.5
2014-01-01 03:15:02,9.47399,60.51
2014-01-01 03:15:04,9.47296,60.52
2014-01-01 03:15:06,9.471910000000001,60.53
2014-01-01 03:15:08,9.47084,60.54
2014-01-01 03:15:10,9.46975,60.55
2014-01-01 03:15:12,9.46864,60.56
2014-01-01 03:15:14,9.467509999999999,60.57
2014-01-01 03:15:16,9.46636,60.58
2014-01-01 03:15:18,9.46519,60.59
2014-01-01 03:15:20,9.464,60.6
2014-01-01 03:15:22,9.46279,60.61
2014-01-01 03:15:24,9.461559999999999,60.62
2014-01-01 03:15:26,9.46031,60.63
2014-01-01 03:15:28,9.45904,60.64
2014-01-01 03:15:30,9.457749999999999,60.65
2014-01-01 03:15:32,9.45644,60.66
2014-01-01 03:15:34,9.45511,60.67
2014-01-01 03:15:36,9.453759999999999,60.68
2014-01-01 03:15:38,9.452390000000001,60.69
2014-01-01 03:15:40,9.451,60.7
2014-01-01 03:15:42,9.44959,60.71
2014-01-01 03:15:44,9.44816,60.72
2014-01-01 03:15:46,9.446710000000001,60.73
2014-01-01 03:15:48,9.44524,60.74
2014-01-01 03:15:50,9.44375,60.75
2014-01-01 03:15:52,9.44224,60.76
2014-01-01 03:15:54,9.440710000000001,60.77
2014-01-01 03:15:56,9.43916,60.78
2014-01-01 03:15:58,9.43759,60.79
2014-01-01 03:16:00,9.436,60.8
2014-01-01 03:16:02,9.43439,60.81
2014-01-01 03:16:04,9.43276,60.82
2014-01-01 03:16:06,9.43111,60.83
2014-01-01 03:16:08,9.42944,60.84
2014-01-01 03:16:10,9.42775,60.85
2014-01-01 03:16:12,9.42604,60.86
2014-01-01 03:16:14,9.42431,60.87
2014-01-01 03:16:16,9.422559999999999,60.88
2014-01-01 03:16:18,9.42079,60.89
2014-01-01 03:16:20,9.419,60.9
2014-01-01 03:16:22,9.41719,60.91
2014-01-01 03:16:24,9.41536,60.92
2014-01-01 03:16:26,9.41351,60.93
2014-01-01 03:16:28,9.41164,60.94
2014-01-01 03:16:30,9.40975,60.95
2014-01-01 03:16:32,9.40784,60.96
2014-01-01 03:16:34,9.40591,60.97
2014-01-01 03:16:36,9.40396,60.98
2014-01-01 03:16:38,9.401990000000001,60.99
2014-01-01 03:16:40,9.4,61.0
2014-01-01 03:16:42,9.39799,61.01
2014-01-01 03:16:44,9.39596,61.02
2014-01-01 03:16:46,9.39391,61.03
2014-01-01 03:16:48,9.39184,61.04
2014-01-01 03:16:50,9.38975,61.05
2014-01-01 03:16:52,9.38764,61.06
2014-01-01 03:16:54,9.38551,61.07
2014-01-01 03:16:56,9.38336,61.08
2014-01-01 03:16:58,9.38119,61.09
2014-01-01 03:17:00,9.379,61.1
2014-01-01 03:17:02,9.37679,61.11
2014-01-01 03:17:04,9.37456,61.12
2014-01-01 03:17:06,9.37231,61.13
2014-01-01 03:17:08,9.37004,61.14
2014-01-01 03:17:10,9.36775,61.15
2014-01-01 03:17:12,9.36544,61.16
2014-01-01 03:17:14,9.36311,61.17
2014-01-01 03:17:16,9.36076,61.18
2014-01-01 03:17:18,9.35839,61.19
2014-01-01 03:17:20,9.356,61.2
2014-01-01 03:17:22,9.35359,61.21
2014-01-01 03:17:24,9.35116,61.22
2014-01-01 03:17:26,9.34871,61.23
2014-01-01 03:17:28,9.34624,61.24
2014-01-01 03:17:30,9.34375,61.25
2014-01-01 03:17:32,9.34124,61.26
2014-01-01 03:17:34,9.338709999999999,61.27
2014-01-01 03:17:36,9.33616,61.28
2014-01-01 03:17:38,9.333590000000001,61.29
2014-01-01 03:17:40,9.331,61.3
2014-01-01 03:17:42,9.328389999999999,61.31
2014-01-01 03:17:44,9.32576,61.32
2014-01-01 03:17:46,9.32311,61.33
2014-01-01 03:17:48,9.32044,61.34
2014-01-01 03:17:50,9.31775,61.35
2014-01-01 03:17:52,9.31504,61.36
2014-01-01 03:17:54,9.31231,61.37
2014-01-01 03:17:56,9.30956,61.38
2014-01-01 03:17:58,9.30679,61.39
2014-01-01 03:18:00,9.304,61.4
2014-01-01 03:18:02,9.30119,61.41
2014-01-01 03:18:04,9.29836,61.42
2014-01-01 03:18:06,9.29551,61.43
2014-01-01 03:18:08,9.29264,61.44
2014-01-01 03:18:10,9.28975,61.45
2014-01-01 03:18:12,9.28684,61.46
2014-01-01 03:18:14,9.283909999999999,61.47
2014-01-01 03:18:16,9.28096,61.48
2014-01-01 03:18:18,9.277989999999999,61.49
2014-01-01 03:18:20,9.275,61.5
2014-01-01 03:18:22,9.27199,61.51
2014-01-01 03:18:24,9.26896,61.52
2014-01-01 03:18:26,9.26591,61.53
2014-01-01 03:18:28,9.26284,61.54
2014-01-01 03:18:30,9.25975,61.55
2014-01-01 03:18:32,9.256639999999999,61.56
2014-01-01 03:18:34,9.25351,61.57
2014-01-01 03:18:36,9.25036,61.58
2014-01-01 03:18:38,9.24719,61.59
2014-01-01 03:18:40,9.244,61.6
2014-01-01 03:18:42,9.240789999999999,61.61
2014-01-01 03:18:44,9.23756,61.62
2014-01-01 03:18:46,9.23431,61.63
2014-01-01 03:18:48,9.23104,61.64
2014-01-01 03:18:50,9.22775,61.65
2014-01-01 03:18:52,9.22444,61.66
2014-01-01 03:18:54,9.22111,61.67
2014-01-01 03:18:56,9.21776,61.68
2014-01-01 03:18:58,9.21439,61.69
2014-01-01 03:19:00,9.211,61.7
2014-01-01 03:19:02,9.20759,61.71
2014-01-01 03:19:04,9.20416,61.72
2014-01-01 03:19:06,9.20071,61.73
2014-01-01 03:19:08,9.197239999999999,61.74
2014-01-01 03:19:10,9.19375,61.75
2014-01-01 03:19:12,9.19024,61.76
2014-01-01 03:19:14,9.18671,61.77
2014-01-01 03:19:16,9.18316,61.78
2014-01-01 03:19:18,9.179590000000001,61.79
2014-01-01 03:19:20,9.176,61.8
2014-01-01 03:19:22,9.17239,61.81
2014-01-01 03:19:24,9.168759999999999,61.82
2014-01-01 03:19:26,9.16511,61.83
2014-01-01 03:19:28,9.16144,61.84
2014-01-01 03:19:30,9.15775,61.85
2014-01-01 03:19:32,9.15404,61.86
2014-01-01 03:19:34,9.15031,61.87
2014-01-01 03:19:36,9.14656,61.88
2014-01-01 03:19:38,9.14279,61.89
2014-01-01 03:19:40,9.139,61.9
2014-01-01 03:19:42,9.13519,61.91
2014-01-01 03:19:44,9.131359999999999,61.92
2014-01-01 03:19:46,9.12751,61.93
2014-01-01 03:19:48,9.12364,61.94
2014-01-01 03:19:50,9.11975,61.95
2014-01-01 03:19:52,9.11584,61.96
2014-01-01 03:19:54,9.11191,61.97
2014-01-01 03:19:56,9.10796,61.98
2014-01-01 03:19:58,9.10399,61.99
2014-01-01 03:20:00,9.1,62.0
2014-01-01 03:20:02,9.095989999999999,62.01
2014-01-01 03:20:04,9.09196,62.02
2014-01-01 03:20:06,9.087909999999999,62.03
2014-01-01 03:20:08,9.08384,62.04
2014-01-01 03:20:10,9.07975,62.05
2014-01-01 03:20:12,9.07564,62.06
2014-01-01 03:20:14,9.07151,62.07
2014-01-01 03:20:16,9.06736,62.08
2014-01-01 03:20:18,9.063189999999999,62.09
2014-01-01 03:20:20,9.059,62.1
2014-01-01 03:20:22,9.05479,62.11
2014-01-01 03:20:24,9.05056,62.12
2014-01-01 03:20:26,9.04631,62.13
2014-01-01 03:20:28,9.04204,62.14
2014-01-01 03:20:30,9.037749999999999,62.15
2014-01-01 03:20:32,9.03344,62.16
2014-01-01 03:20:34,9.029110000000001,62.17
2014-01-01 03:20:36,9.02476,62.18
2014-01-01 03:20:38,9.020389999999999,62.19
2014-01-01 03:20:40,9.016,62.2
2014-01-01 03:20:42,9.01159,62.21
2014-01-01 03:20:44,9.00716,62.22
2014-01-01 03:20:46,9.00271,62.23
2014-01-01 03:20:48,8.998240000000001,62.24
2014-01-01 03:20:50,8.99375,62.25
2014-01-01 03:20:52,8.98924,62.26
2014-01-01 03:20:54,8.98471,62.27
2014-01-01 03:20:56,8.98016,62.28
2014-01-01 03:20:58,8.97559,62.29
2014-01-01 03:21:00,8.971,62.3
2014-01-01 03:21:02,8.96639,62.31
2014-01-01 03:21:04,8.96176,62.32
2014-01-01 03:21:06,8.95711,62.33
2014-01-01 03:21:08,8.952440000000001,62.34
2014-01-01 03:21:10,8.94775,62.35
2014-01-01 03:21:12,8.94304,62.36
2014-01-01 03:21:14,8.93831,62.37
2014-01-01 03:21:16,8.93356,62.38
2014-01-01 03:21:18,8.92879,62.39
2014-01-01 03:21:20,8.924,62.4
2014-01-01 03:21:22,8.91919,62.41
2014-01-01 03:21:24,8.91436,62.42
2014-01-01 03:21:26,8.909510000000001,62.43
2014-01-01 03:21:28,8.904639999999999,62.44
2014-01-01 03:21:30,8.899750000000001,62.45
2014-01-01 03:21:32,8.89484,62.46
2014-01-01 03:21:34,8.88991,62.47
2014-01-01 03:21:36,8.88496,62.48
2014-01-01 03:21:38,8.87999,62.49
2014-01-01 03:21:40,8.875,62.5
2014-01-01 03:21:42,8.86999,62.51
2014-01-01 03:21:44,8.86496,62.52
